task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,a_med_nat_2024,a_med_al_2024,a_med_ak_2024,a_med_az_2024,a_med_ar_2024,a_med_ca_2024,a_med_co_2024,a_med_ct_2024,a_med_de_2024,a_med_dc_2024,a_med_fl_2024,a_med_ga_2024,a_med_hi_2024,a_med_id_2024,a_med_il_2024,a_med_in_2024,a_med_ia_2024,a_med_ks_2024,a_med_ky_2024,a_med_la_2024,a_med_me_2024,a_med_md_2024,a_med_ma_2024,a_med_mi_2024,a_med_mn_2024,a_med_ms_2024,a_med_mo_2024,a_med_mt_2024,a_med_ne_2024,a_med_nv_2024,a_med_nh_2024,a_med_nj_2024,a_med_nm_2024,a_med_ny_2024,a_med_nc_2024,a_med_nd_2024,a_med_oh_2024,a_med_ok_2024,a_med_or_2024,a_med_pa_2024,a_med_ri_2024,a_med_sc_2024,a_med_sd_2024,a_med_tn_2024,a_med_tx_2024,a_med_ut_2024,a_med_vt_2024,a_med_va_2024,a_med_wa_2024,a_med_wv_2024,a_med_wi_2024,a_med_wy_2024,a_med_gu_2024,a_med_pr_2024,a_med_vi_2024,emp_tot_nat_2024,emp_tot_al_2024,emp_tot_ak_2024,emp_tot_az_2024,emp_tot_ar_2024,emp_tot_ca_2024,emp_tot_co_2024,emp_tot_ct_2024,emp_tot_de_2024,emp_tot_dc_2024,emp_tot_fl_2024,emp_tot_ga_2024,emp_tot_hi_2024,emp_tot_id_2024,emp_tot_il_2024,emp_tot_in_2024,emp_tot_ia_2024,emp_tot_ks_2024,emp_tot_ky_2024,emp_tot_la_2024,emp_tot_me_2024,emp_tot_md_2024,emp_tot_ma_2024,emp_tot_mi_2024,emp_tot_mn_2024,emp_tot_ms_2024,emp_tot_mo_2024,emp_tot_mt_2024,emp_tot_ne_2024,emp_tot_nv_2024,emp_tot_nh_2024,emp_tot_nj_2024,emp_tot_nm_2024,emp_tot_ny_2024,emp_tot_nc_2024,emp_tot_nd_2024,emp_tot_oh_2024,emp_tot_ok_2024,emp_tot_or_2024,emp_tot_pa_2024,emp_tot_ri_2024,emp_tot_sc_2024,emp_tot_sd_2024,emp_tot_tn_2024,emp_tot_tx_2024,emp_tot_ut_2024,emp_tot_vt_2024,emp_tot_va_2024,emp_tot_wa_2024,emp_tot_wv_2024,emp_tot_wi_2024,emp_tot_wy_2024,emp_tot_gu_2024,emp_tot_pr_2024,emp_tot_vi_2024
"Prepare layouts, drawings, or sketches of machinery or equipment, such as shop tooling, scale layouts, or new equipment design, using drafting equipment or computer-aided design (CAD) software.",prepare layouts drawings or sketches of machinery or equipment such as shop tooling scale layouts or new equipment design using drafting equipment or computeraided design cad software,Create graphical representations of industrial production systems.,Create visual designs or displays.,Thinking Creatively,Industrial Engineering Technicians,industrial engineering technicians,17-3026.00,Industrial Engineering Technologists and Technicians,17-3026,17-3026.00,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,False,2.358,0.0022866852267077,2025-03-06,0.6634380769230769,3.407777777777778,69.135,3.3,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,32570.0,830.0,35.0,1810.0,293.0,3540.0,719.0,820.0,113.0,149.0,2201.0,2020.0,130.0,284.0,2440.0,2502.0,612.0,382.0,1056.0,920.0,230.0,595.0,1970.0,5147.0,4818.0,302.0,754.0,80.0,213.0,1020.0,479.0,799.0,337.0,3910.000000000001,1872.0,62.0,5501.0,710.0,920.0,1766.0,115.0,1934.0,311.0,2032.0,4579.0,1171.0,80.0,1047.0,1029.0,89.0,2272.0,59.0,13.0,914.0,7.0
Provide advice or training to other technicians.,provide advice or training to other technicians,Train personnel on proper operational procedures.,Train others on operational or work procedures.,Training and Teaching Others,Industrial Engineering Technicians,industrial engineering technicians,17-3026.00,Industrial Engineering Technologists and Technicians,17-3026,17-3026.00,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,False,2.249,0.0003307910680513,2025-03-06,0.6634380769230769,3.407777777777778,69.135,3.3,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,32570.0,830.0,35.0,1810.0,293.0,3540.0,719.0,820.0,113.0,149.0,2201.0,2020.0,130.0,284.0,2440.0,2502.0,612.0,382.0,1056.0,920.0,230.0,595.0,1970.0,5147.0,4818.0,302.0,754.0,80.0,213.0,1020.0,479.0,799.0,337.0,3910.000000000001,1872.0,62.0,5501.0,710.0,920.0,1766.0,115.0,1934.0,311.0,2032.0,4579.0,1171.0,80.0,1047.0,1029.0,89.0,2272.0,59.0,13.0,914.0,7.0
Recommend corrective or preventive actions to assure or improve product quality or reliability.,recommend corrective or preventive actions to assure or improve product quality or reliability,"Recommend technical design or process changes to improve efficiency, quality, or performance.",Advise others on business or operational matters.,Providing Consultation and Advice to Others,Industrial Engineering Technicians,industrial engineering technicians,17-3026.00,Industrial Engineering Technologists and Technicians,17-3026,17-3026.00,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,False,2.472,0.0007464466360233,2025-03-06,0.6634380769230769,3.407777777777778,69.135,3.3,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,32570.0,830.0,35.0,1810.0,293.0,3540.0,719.0,820.0,113.0,149.0,2201.0,2020.0,130.0,284.0,2440.0,2502.0,612.0,382.0,1056.0,920.0,230.0,595.0,1970.0,5147.0,4818.0,302.0,754.0,80.0,213.0,1020.0,479.0,799.0,337.0,3910.000000000001,1872.0,62.0,5501.0,710.0,920.0,1766.0,115.0,1934.0,311.0,2032.0,4579.0,1171.0,80.0,1047.0,1029.0,89.0,2272.0,59.0,13.0,914.0,7.0
"Select cleaning materials, tools, or equipment.",select cleaning materials tools or equipment,Select project materials.,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems,Industrial Engineering Technicians,industrial engineering technicians,17-3026.00,Industrial Engineering Technologists and Technicians,17-3026,17-3026.00,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,False,2.669,0.000984031911604,2025-03-06,0.6634380769230769,3.407777777777778,69.135,3.3,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,32570.0,830.0,35.0,1810.0,293.0,3540.0,719.0,820.0,113.0,149.0,2201.0,2020.0,130.0,284.0,2440.0,2502.0,612.0,382.0,1056.0,920.0,230.0,595.0,1970.0,5147.0,4818.0,302.0,754.0,80.0,213.0,1020.0,479.0,799.0,337.0,3910.000000000001,1872.0,62.0,5501.0,710.0,920.0,1766.0,115.0,1934.0,311.0,2032.0,4579.0,1171.0,80.0,1047.0,1029.0,89.0,2272.0,59.0,13.0,914.0,7.0
Select material quantities or processing methods needed to achieve efficient production.,select material quantities or processing methods needed to achieve efficient production,Determine operational methods.,Determine operational methods or procedures.,Making Decisions and Solving Problems,Industrial Engineering Technicians,industrial engineering technicians,17-3026.00,Industrial Engineering Technologists and Technicians,17-3026,17-3026.00,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,False,2.842,0.0013264764950113,2025-03-06,0.6634380769230769,3.407777777777778,69.135,3.3,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,32570.0,830.0,35.0,1810.0,293.0,3540.0,719.0,820.0,113.0,149.0,2201.0,2020.0,130.0,284.0,2440.0,2502.0,612.0,382.0,1056.0,920.0,230.0,595.0,1970.0,5147.0,4818.0,302.0,754.0,80.0,213.0,1020.0,479.0,799.0,337.0,3910.000000000001,1872.0,62.0,5501.0,710.0,920.0,1766.0,115.0,1934.0,311.0,2032.0,4579.0,1171.0,80.0,1047.0,1029.0,89.0,2272.0,59.0,13.0,914.0,7.0
Select material quantities or processing methods needed to achieve efficient production.,select material quantities or processing methods needed to achieve efficient production,Select project materials.,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems,Industrial Engineering Technicians,industrial engineering technicians,17-3026.00,Industrial Engineering Technologists and Technicians,17-3026,17-3026.00,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,False,2.842,0.0013264764950113,2025-03-06,0.6634380769230769,3.407777777777778,69.135,3.3,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,32570.0,830.0,35.0,1810.0,293.0,3540.0,719.0,820.0,113.0,149.0,2201.0,2020.0,130.0,284.0,2440.0,2502.0,612.0,382.0,1056.0,920.0,230.0,595.0,1970.0,5147.0,4818.0,302.0,754.0,80.0,213.0,1020.0,479.0,799.0,337.0,3910.000000000001,1872.0,62.0,5501.0,710.0,920.0,1766.0,115.0,1934.0,311.0,2032.0,4579.0,1171.0,80.0,1047.0,1029.0,89.0,2272.0,59.0,13.0,914.0,7.0
"Produce images or measurements, using tools or techniques such as atomic force microscopy, scanning electron microscopy, optical microscopy, particle size analysis, or zeta potential analysis.",produce images or measurements using tools or techniques such as atomic force microscopy scanning electron microscopy optical microscopy particle size analysis or zeta potential analysis,Measure physical or chemical properties of materials or objects.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",Nanotechnology Engineering Technologists,nanotechnology engineering technologists,17-3029.11,Nanotechnology Engineering Technologists and Technicians,17-3026,17-3026.01,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,True,2.472,8.213198132613781e-05,2025-03-06,0.8820130769230768,4.42,95.0,1.44,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,40840.0,830.0000000000001,45.0,1810.0,367.0,4440.0,901.0,819.9999999999999,113.0,187.0,2759.0,2020.0,164.0,356.0,3060.0,3138.0,768.0,478.0,1324.0,920.0,230.0,745.0,1970.0,6453.0,6042.0,378.0,946.0,100.0,267.0,1020.0,601.0,1001.0,423.0,3910.0,2348.0,78.0,6899.0,890.0,920.0,2214.0,145.0,2426.0,389.0,2548.0,5741.0,1469.0,100.0,1313.0,1291.0,111.0,2848.0,73.0,17.0,1146.0,9.0
"Calibrate nanotechnology equipment, such as weighing, testing, or production equipment.",calibrate nanotechnology equipment such as weighing testing or production equipment,Calibrate scientific or technical equipment.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,Nanotechnology Engineering Technologists,nanotechnology engineering technologists,17-3029.11,Nanotechnology Engineering Technologists and Technicians,17-3026,17-3026.01,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,True,2.746,0.0002319373150802,2025-03-06,0.4531646153846154,4.28,90.0,1.44,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,40840.0,830.0000000000001,45.0,1810.0,367.0,4440.0,901.0,819.9999999999999,113.0,187.0,2759.0,2020.0,164.0,356.0,3060.0,3138.0,768.0,478.0,1324.0,920.0,230.0,745.0,1970.0,6453.0,6042.0,378.0,946.0,100.0,267.0,1020.0,601.0,1001.0,423.0,3910.0,2348.0,78.0,6899.0,890.0,920.0,2214.0,145.0,2426.0,389.0,2548.0,5741.0,1469.0,100.0,1313.0,1291.0,111.0,2848.0,73.0,17.0,1146.0,9.0
Repair nanotechnology processing or testing equipment or submit work orders for equipment repair.,repair nanotechnology processing or testing equipment or submit work orders for equipment repair,Maintain test equipment.,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment,Nanotechnology Engineering Technologists,nanotechnology engineering technologists,17-3029.11,Nanotechnology Engineering Technologists and Technicians,17-3026,17-3026.01,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,False,2.746,0.0003646374470557,2025-03-06,0.1576923076923077,4.1,100.0,1.44,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,40840.0,830.0000000000001,45.0,1810.0,367.0,4440.0,901.0,819.9999999999999,113.0,187.0,2759.0,2020.0,164.0,356.0,3060.0,3138.0,768.0,478.0,1324.0,920.0,230.0,745.0,1970.0,6453.0,6042.0,378.0,946.0,100.0,267.0,1020.0,601.0,1001.0,423.0,3910.0,2348.0,78.0,6899.0,890.0,920.0,2214.0,145.0,2426.0,389.0,2548.0,5741.0,1469.0,100.0,1313.0,1291.0,111.0,2848.0,73.0,17.0,1146.0,9.0
Assist nanoscientists or engineers in processing or characterizing materials according to physical or chemical properties.,assist nanoscientists or engineers in processing or characterizing materials according to physical or chemical properties,Measure physical or chemical properties of materials or objects.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",Nanotechnology Engineering Technologists,nanotechnology engineering technologists,17-3029.11,Nanotechnology Engineering Technologists and Technicians,17-3026,17-3026.01,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,True,2.472,8.213198132613781e-05,2025-03-06,0.9375323076923078,4.06,85.0,1.44,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,40840.0,830.0000000000001,45.0,1810.0,367.0,4440.0,901.0,819.9999999999999,113.0,187.0,2759.0,2020.0,164.0,356.0,3060.0,3138.0,768.0,478.0,1324.0,920.0,230.0,745.0,1970.0,6453.0,6042.0,378.0,946.0,100.0,267.0,1020.0,601.0,1001.0,423.0,3910.0,2348.0,78.0,6899.0,890.0,920.0,2214.0,145.0,2426.0,389.0,2548.0,5741.0,1469.0,100.0,1313.0,1291.0,111.0,2848.0,73.0,17.0,1146.0,9.0
Assist nanoscientists or engineers in processing or characterizing materials according to physical or chemical properties.,assist nanoscientists or engineers in processing or characterizing materials according to physical or chemical properties,Operate precision equipment to control microscopic or nanoscopic processes.,Operate laboratory or field equipment.,Controlling Machines and Processes,Nanotechnology Engineering Technologists,nanotechnology engineering technologists,17-3029.11,Nanotechnology Engineering Technologists and Technicians,17-3026,17-3026.01,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,True,2.472,8.213198132613781e-05,2025-03-06,0.9375323076923078,4.06,85.0,1.44,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,40840.0,830.0000000000001,45.0,1810.0,367.0,4440.0,901.0,819.9999999999999,113.0,187.0,2759.0,2020.0,164.0,356.0,3060.0,3138.0,768.0,478.0,1324.0,920.0,230.0,745.0,1970.0,6453.0,6042.0,378.0,946.0,100.0,267.0,1020.0,601.0,1001.0,423.0,3910.0,2348.0,78.0,6899.0,890.0,920.0,2214.0,145.0,2426.0,389.0,2548.0,5741.0,1469.0,100.0,1313.0,1291.0,111.0,2848.0,73.0,17.0,1146.0,9.0
"Collaborate with scientists or engineers to design or conduct experiments for the development of nanotechnology materials, components, devices, or systems.",collaborate with scientists or engineers to design or conduct experiments for the development of nanotechnology materials components devices or systems,Research engineering applications of emerging technologies.,Research technology designs or applications.,Getting Information,Nanotechnology Engineering Technologists,nanotechnology engineering technologists,17-3029.11,Nanotechnology Engineering Technologists and Technicians,17-3026,17-3026.01,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,True,2.842,0.0021940715749314,2025-03-06,1.0953492307692307,4.06,95.0,1.44,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,40840.0,830.0000000000001,45.0,1810.0,367.0,4440.0,901.0,819.9999999999999,113.0,187.0,2759.0,2020.0,164.0,356.0,3060.0,3138.0,768.0,478.0,1324.0,920.0,230.0,745.0,1970.0,6453.0,6042.0,378.0,946.0,100.0,267.0,1020.0,601.0,1001.0,423.0,3910.0,2348.0,78.0,6899.0,890.0,920.0,2214.0,145.0,2426.0,389.0,2548.0,5741.0,1469.0,100.0,1313.0,1291.0,111.0,2848.0,73.0,17.0,1146.0,9.0
"Inspect or measure thin films of carbon nanotubes, polymers, or inorganic coatings, using a variety of techniques or analytical tools.",inspect or measure thin films of carbon nanotubes polymers or inorganic coatings using a variety of techniques or analytical tools,Measure physical or chemical properties of materials or objects.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",Nanotechnology Engineering Technologists,nanotechnology engineering technologists,17-3029.11,Nanotechnology Engineering Technologists and Technicians,17-3026,17-3026.01,"Engineering Technologists and Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,True,2.472,8.213198132613781e-05,2025-03-06,0.5409669230769232,3.84,95.0,1.44,64790.0,59860.0,94110.0,69900.0,59720.0,77350.0,64890.0,64820.0,64790.0,64790.0,52620.0,60790.0,64790.0,61710.0,69430.0,61480.0,60330.0,52700.0,63430.0,64790.0,64790.0,78800.0,71370.0,62040.0,66260.0,57370.0,75000.0,58640.0,61690.0,59740.0,66080.0,62780.0,59290.0,66830.0,65960.0,72560.0,63690.0,74960.0,76370.0,59590.0,64750.0,69250.0,50390.0,59700.0,60900.0,65330.0,63700.0,64170.0,81530.0,62820.0,64680.0,64790.0,64790.0,45760.0,64790.0,40840.0,830.0000000000001,45.0,1810.0,367.0,4440.0,901.0,819.9999999999999,113.0,187.0,2759.0,2020.0,164.0,356.0,3060.0,3138.0,768.0,478.0,1324.0,920.0,230.0,745.0,1970.0,6453.0,6042.0,378.0,946.0,100.0,267.0,1020.0,601.0,1001.0,423.0,3910.0,2348.0,78.0,6899.0,890.0,920.0,2214.0,145.0,2426.0,389.0,2548.0,5741.0,1469.0,100.0,1313.0,1291.0,111.0,2848.0,73.0,17.0,1146.0,9.0
